sender,receiver,timestamp,amount,country,high_amount_anomaly,frequent_anomaly,odd_time_anomaly,country_weighted_anomaly,final_anomaly
1049,6565,2025-03-29 10:53:11.761245,461607,SG,False,False,False,False,1
1049,4068,2025-03-29 14:21:11.761245,806220,IN,True,False,False,False,0
1050,4229,2025-03-29 08:13:11.761245,833779,AE,True,False,False,False,0
1050,6128,2025-03-29 10:36:11.761245,317680,US,False,False,False,False,1
1052,2892,2025-03-28 17:07:11.761245,244815,KY,False,False,False,False,1
1053,8167,2025-03-28 20:56:11.761245,161757,UK,False,False,False,False,0
1053,7159,2025-03-29 10:37:11.761245,725925,UK,True,False,False,False,0
1055,1897,2025-03-29 11:34:11.761245,326788,SG,False,False,False,False,0
1056,3641,2025-03-28 22:47:11.761245,842148,AE,True,False,False,False,1
1057,2439,2025-03-29 08:20:11.761245,473411,UK,False,False,False,False,0
1057,7317,2025-03-29 10:46:11.761245,717774,IN,True,False,False,False,0
1057,1105,2025-03-29 12:30:11.761245,301894,IN,False,False,False,False,1
1058,4490,2025-03-28 21:07:11.761245,510557,AE,True,False,False,False,0
1059,8497,2025-03-28 18:21:11.761245,750419,AE,True,False,False,False,0
1059,4762,2025-03-28 22:43:11.761245,746876,UK,True,False,False,False,0
1059,7537,2025-03-29 09:00:11.761245,524658,KY,True,False,False,False,1
1059,4669,2025-03-29 11:30:11.761245,58375,SG,False,False,False,False,0
1060,3191,2025-03-28 20:07:11.761245,981514,IN,True,False,False,False,0
1062,1437,2025-03-28 17:32:11.761245,6630,UK,False,False,False,False,0
1063,5048,2025-03-28 19:32:11.761245,361792,KY,False,False,False,False,1
1065,1983,2025-03-29 11:03:11.761245,849444,AE,True,False,False,False,0
1066,1778,2025-03-29 06:28:11.761245,11624,SG,False,False,False,False,0
1067,6468,2025-03-29 07:10:11.761245,364309,US,False,False,False,False,0
1068,8842,2025-03-28 22:12:11.761245,34797,AE,False,False,False,False,0
1070,2383,2025-03-28 18:01:11.761245,635720,IN,True,False,False,False,0
1070,7314,2025-03-28 22:17:11.761245,498201,UK,False,False,False,False,0
1070,3631,2025-03-29 03:27:11.761245,665178,KY,True,False,True,False,1
1070,5169,2025-03-29 04:14:11.761245,953026,AE,True,False,True,False,0
1070,5618,2025-03-29 10:14:11.761245,664122,UK,True,False,False,False,0
1070,5261,2025-03-29 12:08:11.761245,470563,SG,False,False,False,False,0
1071,2579,2025-03-28 18:42:11.761245,225315,SG,False,False,False,False,0
1071,3268,2025-03-29 16:01:11.761245,26924,AE,False,False,False,False,0
1072,5869,2025-03-29 06:04:11.761245,251563,SG,False,False,False,False,0
1073,1546,2025-03-29 08:42:11.761245,688134,UK,True,False,False,False,0
1074,8793,2025-03-29 14:28:11.761245,884066,US,True,False,False,False,0
1076,5137,2025-03-29 12:12:11.761245,328539,IN,False,False,False,False,0
1077,5492,2025-03-29 06:34:11.761245,456662,IN,False,False,False,False,0
1077,4587,2025-03-29 10:05:11.761245,767005,KY,True,False,False,False,0
1079,2189,2025-03-29 00:58:11.761245,521385,IN,True,False,True,False,0
1080,7040,2025-03-29 01:47:11.761245,511800,US,True,False,True,False,0
1080,5570,2025-03-29 11:24:11.761245,408461,UK,False,False,False,False,0
1081,1166,2025-03-29 01:07:11.761245,280119,SG,False,False,True,False,0
1081,5560,2025-03-29 03:32:11.761245,557200,IN,True,False,True,False,0
1082,1089,2025-03-29 10:30:11.761245,21094,SG,False,False,False,False,0
1082,3774,2025-03-29 13:35:11.761245,246925,UK,False,False,False,False,0
1083,2964,2025-03-29 00:47:11.761245,594294,US,True,False,True,False,0
1083,4392,2025-03-29 14:28:11.761245,72278,AE,False,False,False,False,0
1085,2800,2025-03-28 22:50:11.761245,408584,KY,False,False,False,False,1
1085,2261,2025-03-29 04:24:11.761245,653983,KY,True,False,True,False,1
1086,2856,2025-03-28 19:34:11.761245,629959,AE,True,False,False,False,0
1086,5159,2025-03-28 22:08:11.761245,674102,US,True,False,False,False,0
1087,3297,2025-03-29 16:11:11.761245,569376,UK,True,False,False,False,1
1088,5732,2025-03-29 07:17:11.761245,851011,US,True,False,False,False,0
1089,3360,2025-03-28 22:17:11.761245,822441,AE,True,False,False,False,0
1089,8158,2025-03-29 10:06:11.761245,150269,US,False,False,False,False,0
1090,8682,2025-03-28 17:43:11.761245,981826,KY,True,False,False,False,0
1090,1559,2025-03-29 04:08:11.761245,17510,KY,False,False,True,False,0
1090,7441,2025-03-29 13:06:11.761245,728912,US,True,False,False,False,0
1093,5766,2025-03-28 18:53:11.761245,733435,SG,True,False,False,False,0
1093,6444,2025-03-29 11:12:11.761245,484376,UK,False,False,False,False,0
1094,7814,2025-03-29 07:07:11.761245,483115,US,False,False,False,False,1
1094,8257,2025-03-29 09:53:11.761245,564028,US,True,False,False,False,0
1095,4584,2025-03-29 06:28:11.761245,65549,IN,False,False,False,False,1
1097,5505,2025-03-28 23:17:11.761245,116064,AE,False,False,False,False,1
1098,4852,2025-03-29 15:01:11.761245,903125,UK,True,False,False,False,1
1101,2692,2025-03-29 05:29:11.761245,640442,KY,True,False,True,False,1
1101,6777,2025-03-29 05:43:11.761245,666284,UK,True,False,True,False,0
1101,6457,2025-03-29 08:15:11.761245,136945,SG,False,False,False,False,0
1101,1802,2025-03-29 10:51:11.761245,825345,KY,True,False,False,True,1
1102,4430,2025-03-29 06:30:11.761245,264629,KY,False,False,False,False,1
1102,5723,2025-03-29 14:50:11.761245,730709,UK,True,False,False,False,1
1103,8969,2025-03-29 01:00:11.761245,218035,US,False,False,True,True,1
1104,2309,2025-03-29 02:25:11.761245,735221,KY,True,False,True,False,0
1105,1192,2025-03-28 22:44:11.761245,775335,AE,True,False,False,False,0
1105,5326,2025-03-28 23:50:11.761245,391910,IN,False,False,False,False,0
1106,7796,2025-03-28 20:53:11.761245,31883,SG,False,False,False,False,0
1106,6534,2025-03-29 02:31:11.761245,586428,UK,True,False,True,False,0
1107,2192,2025-03-29 04:21:11.761245,853712,KY,True,False,True,False,1
1110,4662,2025-03-28 20:24:11.761245,893021,US,True,False,False,False,0
1110,3756,2025-03-29 01:28:11.761245,484040,UK,False,False,True,False,0
1115,5374,2025-03-29 14:15:11.761245,30382,AE,False,False,False,False,0
1116,7541,2025-03-28 22:33:11.761245,910536,IN,True,False,False,False,0
1117,1569,2025-03-29 07:36:11.761245,747271,KY,True,False,False,True,0
1118,8838,2025-03-29 10:21:11.761245,304964,IN,False,False,False,False,0
1119,6817,2025-03-29 02:01:11.761245,755220,IN,True,False,True,False,0
1120,3476,2025-03-29 14:44:11.761245,777832,SG,True,False,False,False,0
1121,4306,2025-03-29 03:47:11.761245,816541,UK,True,False,True,False,0
1121,5180,2025-03-29 07:07:11.761245,656173,SG,True,False,False,False,0
1123,5293,2025-03-28 20:47:11.761245,520675,KY,True,False,False,True,0
1125,7252,2025-03-28 23:23:11.761245,563962,KY,True,False,False,False,1
1125,4860,2025-03-29 07:38:11.761245,807034,UK,True,False,False,False,0
1125,2847,2025-03-29 11:09:11.761245,916731,IN,True,False,False,False,0
1126,1375,2025-03-28 20:31:11.761245,889439,AE,True,False,False,False,0
1126,4664,2025-03-28 21:52:11.761245,340851,IN,False,False,False,False,0
1127,8657,2025-03-29 01:12:11.761245,991593,UK,True,False,True,False,0
1127,3823,2025-03-29 13:36:11.761245,92124,UK,False,False,False,False,0
1129,2760,2025-03-29 03:08:11.761245,758260,IN,True,False,True,False,0
1131,1959,2025-03-29 01:00:11.761245,728894,US,True,False,True,False,0
1131,4364,2025-03-29 01:41:11.761245,234765,KY,False,False,True,False,0
1131,5799,2025-03-29 02:17:11.761245,12231,US,False,False,True,False,0
1131,1791,2025-03-29 14:54:11.761245,547269,UK,True,False,False,False,1
1132,1357,2025-03-28 20:36:11.761245,296063,IN,False,False,False,False,0
1133,8613,2025-03-29 00:14:11.761245,907326,UK,True,False,True,False,0
1135,5223,2025-03-28 23:17:11.761245,371154,US,False,False,False,False,0
1135,1726,2025-03-29 02:15:11.761245,277961,AE,False,False,True,False,0
1135,8718,2025-03-29 03:05:11.761245,400695,UK,False,False,True,False,0
1136,5218,2025-03-29 16:06:11.761245,534752,US,True,False,False,False,0
1137,4589,2025-03-29 04:30:11.761245,108037,KY,False,False,True,False,0
1137,2800,2025-03-29 06:51:11.761245,180498,AE,False,False,False,False,0
1137,6423,2025-03-29 11:34:11.761245,795416,AE,True,False,False,False,0
1139,6057,2025-03-29 11:31:11.761245,425666,IN,False,False,False,False,0
1139,8193,2025-03-29 12:59:11.761245,379727,UK,False,False,False,False,0
1140,7392,2025-03-28 17:58:11.761245,964367,UK,True,False,False,False,0
1140,7130,2025-03-29 13:37:11.761245,262652,UK,False,False,False,False,0
1142,4824,2025-03-29 14:44:11.761245,507737,UK,True,False,False,False,0
1143,8762,2025-03-28 23:20:11.761245,924279,UK,True,False,False,False,1
1143,6159,2025-03-29 08:24:11.761245,596746,IN,True,False,False,False,0
1147,3241,2025-03-29 06:23:11.761245,840533,AE,True,False,False,False,1
1147,2396,2025-03-29 13:06:11.761245,57462,UK,False,False,False,False,0
1147,3446,2025-03-29 14:21:11.761245,773903,AE,True,False,False,False,0
1148,1966,2025-03-28 23:01:11.761245,190880,AE,False,False,False,False,0
1148,1048,2025-03-29 10:57:11.761245,649779,SG,True,False,False,False,0
1148,7713,2025-03-29 11:01:11.761245,293103,AE,False,False,False,False,0
1150,5368,2025-03-28 17:11:11.761245,241931,KY,False,False,False,False,0
1153,7184,2025-03-28 21:34:11.761245,972418,KY,True,False,False,False,0
1153,4245,2025-03-29 05:03:11.761245,186245,UK,False,False,True,False,0
1154,4181,2025-03-28 19:25:11.761245,708508,US,True,False,False,False,0
1154,3804,2025-03-28 23:26:11.761245,57803,AE,False,False,False,False,0
1154,3714,2025-03-29 12:19:11.761245,113594,KY,False,False,False,False,1
1155,4161,2025-03-29 01:48:11.761245,165286,UK,False,False,True,False,0
1156,4939,2025-03-29 06:51:11.761245,710706,SG,True,False,False,False,1
1156,8389,2025-03-29 14:57:11.761245,314928,US,False,False,False,False,1
1156,3772,2025-03-29 16:27:11.761245,289692,KY,False,False,False,True,1
1157,7260,2025-03-29 15:37:11.761245,777326,SG,True,False,False,False,0
1158,2916,2025-03-29 07:18:11.761245,301260,KY,False,False,False,True,0
1159,1484,2025-03-29 16:45:11.761245,782064,KY,True,False,False,False,1
1160,5539,2025-03-28 21:21:11.761245,57991,IN,False,False,False,False,0
1160,5833,2025-03-29 11:41:11.761245,82647,UK,False,False,False,False,0
1160,7557,2025-03-29 13:21:11.761245,695119,SG,True,False,False,False,0
1160,4544,2025-03-29 14:21:11.761245,6237,US,False,False,False,False,0
1161,6116,2025-03-28 17:39:11.761245,944650,KY,True,False,False,False,1
1161,4405,2025-03-28 17:41:11.761245,425133,US,False,False,False,True,0
1161,1178,2025-03-28 18:52:11.761245,930283,IN,True,False,False,False,0
1162,5817,2025-03-29 11:34:11.761245,400813,SG,False,False,False,False,0
1163,8315,2025-03-28 21:37:11.761245,239901,SG,False,False,False,False,1
1163,7961,2025-03-29 10:22:11.761245,78101,IN,False,False,False,False,0
1163,4440,2025-03-29 12:09:11.761245,718319,AE,True,False,False,True,0
1164,5341,2025-03-29 09:19:11.761245,267141,SG,False,False,False,False,0
1164,4500,2025-03-29 12:45:11.761245,268284,US,False,False,False,False,0
1167,2063,2025-03-29 02:28:11.761245,274294,AE,False,False,True,False,0
1168,5006,2025-03-28 17:52:11.761245,861906,US,True,False,False,False,0
1168,3618,2025-03-29 14:03:11.761245,569187,SG,True,False,False,False,0
1169,3955,2025-03-28 17:03:11.761245,406205,AE,False,False,False,False,0
1169,4774,2025-03-29 05:20:11.761245,545665,IN,True,False,True,False,1
1169,3491,2025-03-29 07:27:11.761245,234027,IN,False,False,False,True,0
1169,8371,2025-03-29 10:48:11.761245,437133,US,False,False,False,False,0
1170,7228,2025-03-29 11:34:11.761245,158529,KY,False,False,False,False,1
1171,8811,2025-03-29 11:18:11.761245,549554,KY,True,False,False,False,1
1172,4013,2025-03-28 16:58:11.761245,676071,KY,True,False,False,False,1
1172,8707,2025-03-28 20:34:11.761245,175359,KY,False,False,False,True,0
1172,7275,2025-03-29 00:53:11.761245,780254,UK,True,False,True,False,0
1172,6548,2025-03-29 15:41:11.761245,608560,KY,True,False,False,False,1
1173,7247,2025-03-28 23:00:11.761245,238929,US,False,False,False,False,0
1174,4315,2025-03-28 22:00:11.761245,463401,IN,False,False,False,False,1
1174,4596,2025-03-29 08:01:11.761245,64956,KY,False,False,False,False,0
1175,4084,2025-03-29 00:45:11.761245,21411,KY,False,False,True,False,0
1176,5936,2025-03-29 02:21:11.761245,871415,AE,True,False,True,False,0
1177,6206,2025-03-28 21:46:11.761245,86244,AE,False,False,False,False,0
1177,8438,2025-03-29 04:30:11.761245,834731,SG,True,False,True,False,1
1178,7729,2025-03-29 08:25:11.761245,708275,KY,True,False,False,False,1
1179,6092,2025-03-29 08:41:11.761245,750138,US,True,False,False,False,0
1180,6039,2025-03-28 18:36:11.761245,680261,UK,True,False,False,False,0
1181,7827,2025-03-29 10:47:11.761245,28970,UK,False,False,False,False,0
1182,1493,2025-03-28 19:27:11.761245,355954,KY,False,False,False,True,0
1182,2005,2025-03-29 10:24:11.761245,84210,UK,False,False,False,False,1
1184,8597,2025-03-28 20:02:11.761245,824940,UK,True,False,False,False,0
1185,7067,2025-03-28 18:46:11.761245,229030,UK,False,False,False,False,0
1186,2793,2025-03-28 23:58:11.761245,405896,KY,False,False,False,False,1
1186,1494,2025-03-29 06:24:11.761245,532919,AE,True,False,False,False,0
1186,4930,2025-03-29 12:45:11.761245,506861,IN,True,False,False,False,0
1187,6378,2025-03-28 21:10:11.761245,158736,KY,False,False,False,False,0
1187,1874,2025-03-29 10:49:11.761245,994731,KY,True,False,False,False,1
1188,2708,2025-03-28 17:10:11.761245,470862,US,False,False,False,False,1
1188,7948,2025-03-29 11:37:11.761245,498165,KY,False,False,False,False,1
1188,4075,2025-03-29 12:18:11.761245,952376,KY,True,False,False,False,1
1189,6526,2025-03-29 01:02:11.761245,999461,KY,True,False,True,False,1
1189,2289,2025-03-29 10:54:11.761245,949835,SG,True,False,False,False,0
1190,8230,2025-03-29 03:19:11.761245,117463,UK,False,False,True,False,1
1190,8334,2025-03-29 07:48:11.761245,27714,SG,False,False,False,False,0
1190,6898,2025-03-29 14:40:11.761245,706006,UK,True,False,False,False,0
1191,7927,2025-03-29 14:45:11.761245,153099,IN,False,False,False,False,0
1194,5729,2025-03-28 20:59:11.761245,500011,AE,True,False,False,False,0
1194,8830,2025-03-29 12:10:11.761245,302689,KY,False,False,False,True,1
1195,7892,2025-03-29 13:04:11.761245,304552,US,False,False,False,False,0
1196,6336,2025-03-28 20:21:11.761245,643357,UK,True,False,False,False,0
1197,4158,2025-03-28 22:28:11.761245,257623,IN,False,False,False,False,0
1197,8676,2025-03-29 03:26:11.761245,952033,US,True,False,True,False,0
1197,6292,2025-03-29 06:07:11.761245,907337,IN,True,False,False,False,0
1200,7687,2025-03-29 04:20:11.761245,388740,UK,False,False,True,False,0
1201,4194,2025-03-28 18:27:11.761245,525197,SG,True,False,False,False,0
1201,7189,2025-03-29 15:10:11.761245,124761,IN,False,False,False,False,0
1202,8750,2025-03-28 17:10:11.761245,595867,KY,True,False,False,False,0
1202,1527,2025-03-29 02:47:11.761245,83058,IN,False,False,True,False,0
1202,5423,2025-03-29 10:52:11.761245,950762,US,True,False,False,False,0
1204,3216,2025-03-29 09:48:11.761245,181324,SG,False,False,False,False,0
1205,7187,2025-03-29 00:40:11.761245,918806,US,True,False,True,True,1
1205,3597,2025-03-29 04:27:11.761245,756417,IN,True,False,True,False,0
1205,4456,2025-03-29 08:46:11.761245,785066,IN,True,False,False,False,0
1206,6674,2025-03-29 03:07:11.761245,646293,US,True,False,True,False,0
1206,8602,2025-03-29 13:54:11.761245,507187,IN,True,False,False,False,0
1206,2435,2025-03-29 16:34:11.761245,941846,AE,True,False,False,False,0
1207,3413,2025-03-28 17:19:11.761245,731211,KY,True,False,False,True,0
1207,5993,2025-03-29 12:24:11.761245,109671,AE,False,False,False,False,0
1208,2540,2025-03-28 16:49:11.761245,79338,SG,False,False,False,False,1
1208,1541,2025-03-28 20:50:11.761245,154380,US,False,False,False,False,0
1210,2186,2025-03-28 17:07:11.761245,826489,KY,True,False,False,True,0
1210,3012,2025-03-28 17:35:11.761245,80139,US,False,False,False,False,0
1210,7747,2025-03-29 10:56:11.761245,919602,US,True,False,False,False,1
1211,4675,2025-03-29 01:03:11.761245,435332,KY,False,False,True,False,0
1211,6746,2025-03-29 12:49:11.761245,753611,IN,True,False,False,False,0
1213,7058,2025-03-29 04:00:11.761245,771540,SG,True,False,True,False,0
1214,7885,2025-03-29 15:16:11.761245,344725,SG,False,False,False,False,0
1215,2956,2025-03-28 17:02:11.761245,418330,KY,False,False,False,False,1
1215,3502,2025-03-29 01:59:11.761245,991502,SG,True,False,True,False,0
1215,2264,2025-03-29 13:25:11.761245,565781,UK,True,False,False,False,0
1216,1760,2025-03-28 19:49:11.761245,652400,UK,True,False,False,False,0
1216,6027,2025-03-29 10:48:11.761245,195021,IN,False,False,False,False,0
1216,1300,2025-03-29 11:12:11.761245,311924,US,False,False,False,False,0
1216,2245,2025-03-29 13:24:11.761245,337837,IN,False,False,False,False,1
1220,8029,2025-03-28 19:24:11.761245,455689,US,False,False,False,False,0
1220,3505,2025-03-29 06:58:11.761245,392197,SG,False,False,False,False,1
1221,3558,2025-03-29 05:35:11.761245,62911,AE,False,False,True,False,0
1222,5742,2025-03-28 18:49:11.761245,873454,AE,True,False,False,False,1
1222,6407,2025-03-28 21:18:11.761245,672383,KY,True,False,False,True,0
1222,6010,2025-03-28 21:48:11.761245,494995,AE,False,False,False,False,0
1224,6690,2025-03-28 20:00:11.761245,839418,KY,True,False,False,False,1
1225,5026,2025-03-28 22:47:11.761245,389058,AE,False,False,False,False,0
1225,5876,2025-03-29 04:21:11.761245,178820,US,False,False,True,False,1
1226,6055,2025-03-28 17:32:11.761245,753480,UK,True,False,False,False,0
1226,7704,2025-03-28 22:12:11.761245,448281,UK,False,False,False,False,1
1226,6103,2025-03-28 23:27:11.761245,120047,UK,False,False,False,False,0
1229,1134,2025-03-29 09:55:11.761245,651962,AE,True,False,False,False,0
1229,4835,2025-03-29 10:00:11.761245,192042,US,False,False,False,False,0
1230,2856,2025-03-29 15:55:11.761245,712297,UK,True,False,False,False,0
1231,1597,2025-03-29 07:34:11.761245,54018,US,False,False,False,False,0
1235,1390,2025-03-28 22:05:11.761245,894830,US,True,False,False,False,0
1237,7882,2025-03-28 23:23:11.761245,138714,US,False,False,False,False,0
1237,3241,2025-03-29 00:12:11.761245,966919,SG,True,False,True,False,0
1237,4319,2025-03-29 01:20:11.761245,682340,SG,True,False,True,False,0
1237,1607,2025-03-29 06:52:11.761245,349254,US,False,False,False,False,0
1237,5996,2025-03-29 12:26:11.761245,110679,US,False,False,False,False,0
1238,5532,2025-03-29 01:59:11.761245,452945,SG,False,False,True,False,0
1240,4587,2025-03-28 21:54:11.761245,202840,UK,False,False,False,False,0
1240,6262,2025-03-29 07:33:11.761245,18913,UK,False,False,False,False,0
1241,3607,2025-03-28 22:33:11.761245,248605,UK,False,False,False,False,0
1242,2877,2025-03-28 23:29:11.761245,55031,SG,False,False,False,False,0
1242,3971,2025-03-29 00:26:11.761245,932642,IN,True,False,True,False,0
1243,2043,2025-03-29 02:45:11.761245,590077,SG,True,False,True,False,1
1244,5858,2025-03-29 05:44:11.761245,505860,KY,True,False,True,False,0
1244,1423,2025-03-29 07:32:11.761245,120052,US,False,False,False,False,0
1245,6718,2025-03-28 18:38:11.761245,142929,AE,False,False,False,False,0
1246,3939,2025-03-29 14:55:11.761245,573660,UK,True,False,False,False,0
1247,4175,2025-03-28 21:29:11.761245,803769,KY,True,False,False,False,1
1248,3922,2025-03-29 02:16:11.761245,302743,UK,False,False,True,False,0
1248,4546,2025-03-29 08:39:11.761245,837880,US,True,False,False,False,0
1251,6160,2025-03-29 13:22:11.761245,526468,US,True,False,False,False,1
1253,7403,2025-03-29 04:00:11.761245,911612,IN,True,False,True,False,0
1254,7306,2025-03-29 00:21:11.761245,818702,SG,True,False,True,False,0
1256,4576,2025-03-29 01:15:11.761245,859323,US,True,False,True,False,1
1256,5468,2025-03-29 13:53:11.761245,75063,KY,False,False,False,False,1
1256,7291,2025-03-29 14:28:11.761245,502734,UK,True,False,False,False,0
1257,6775,2025-03-29 00:41:11.761245,620255,IN,True,False,True,False,0
1257,1133,2025-03-29 12:23:11.761245,601899,KY,True,False,False,False,1
1258,7232,2025-03-28 21:54:11.761245,303561,SG,False,False,False,False,0
1258,6799,2025-03-29 02:04:11.761245,607640,US,True,False,True,False,0
1258,6327,2025-03-29 09:30:11.761245,186990,UK,False,False,False,False,1
1259,6987,2025-03-28 22:45:11.761245,770643,UK,True,False,False,False,0
1260,8230,2025-03-29 07:14:11.761245,401429,KY,False,False,False,True,0
1260,2182,2025-03-29 16:00:11.761245,424243,AE,False,False,False,False,0
1261,5672,2025-03-29 04:55:11.761245,950309,SG,True,False,True,False,0
1262,4768,2025-03-28 21:05:11.761245,752051,KY,True,False,False,False,1
1262,1666,2025-03-29 04:09:11.761245,313097,AE,False,False,True,False,0
1263,6884,2025-03-29 09:50:11.761245,256700,US,False,False,False,False,0
1263,4388,2025-03-29 15:27:11.761245,333574,AE,False,False,False,False,0
1264,6712,2025-03-29 01:23:11.761245,489463,UK,False,False,True,False,1
1266,2122,2025-03-29 16:06:11.761245,96200,US,False,False,False,False,0
1267,5536,2025-03-29 05:38:11.761245,316418,US,False,False,True,False,0
1267,5509,2025-03-29 07:20:11.761245,778164,KY,True,False,False,False,1
1269,5398,2025-03-29 12:20:11.761245,68749,AE,False,False,False,False,1
1272,1958,2025-03-29 02:35:11.761245,228038,KY,False,False,True,False,0
1272,1876,2025-03-29 13:52:11.761245,876322,SG,True,False,False,False,1
1273,3194,2025-03-29 08:08:11.761245,658904,IN,True,False,False,False,0
1273,2306,2025-03-29 10:07:11.761245,984404,IN,True,False,False,False,1
1274,1373,2025-03-29 01:37:11.761245,954536,AE,True,False,True,False,1
1275,2410,2025-03-29 09:23:11.761245,724592,KY,True,False,False,False,1
1277,8329,2025-03-28 20:57:11.761245,590387,IN,True,False,False,False,0
1278,1931,2025-03-28 18:44:11.761245,79674,KY,False,False,False,True,1
1278,8192,2025-03-29 14:56:11.761245,416033,UK,False,False,False,False,0
1279,4107,2025-03-28 19:44:11.761245,753830,KY,True,False,False,True,0
1279,1297,2025-03-29 05:43:11.761245,951780,UK,True,False,True,False,0
1279,3430,2025-03-29 15:37:11.761245,866199,UK,True,False,False,False,0
1280,7816,2025-03-29 16:25:11.761245,26257,UK,False,False,False,False,0
1281,5009,2025-03-29 10:29:11.761245,362453,KY,False,False,False,False,1
1281,2337,2025-03-29 16:45:11.761245,326633,KY,False,False,False,False,1
